Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_4 Range to Node,SF_STBD_MAG_4 Easting,SF_STBD_MAG_4 Northing,Magnetic Field 30014_MAG_SFSTBD_4_883807 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30018_MAG_SFSTBD_8_883431 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.40,661935.48,5990384.01,342.82,2.65,243.18,662033.99,5990113.80,50071.54,1584.00,37.40,2.36,50074.81,1321.00,883807,883431,2.56,-0.05
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.48,661935.41,5990384.23,342.82,2.65,243.18,662033.92,5990114.02,50071.68,1584.00,37.40,2.35,50074.95,1323.00,883807,883431,2.56,-0.05
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.52,661935.38,5990384.32,342.82,2.65,243.18,662033.89,5990114.11,50071.72,1584.00,37.40,2.35,50074.95,1323.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.56,661935.35,5990384.42,342.82,2.65,243.18,662033.86,5990114.21,50071.63,1587.00,37.40,2.40,50074.80,1323.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.60,661935.32,5990384.53,342.82,2.65,243.18,662033.83,5990114.32,50071.63,1584.00,37.40,2.40,50074.81,1323.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.64,661935.28,5990384.64,342.79,2.65,243.05,662033.77,5990114.56,50071.68,1584.00,37.40,2.34,50074.89,1323.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.72,661935.22,5990384.84,342.79,2.65,243.05,662033.71,5990114.76,50071.68,1584.00,37.40,2.34,50074.95,1323.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.76,661935.19,5990384.94,342.79,2.65,243.06,662033.69,5990114.86,50071.63,1582.00,37.40,2.34,50074.85,1321.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.80,661935.15,5990385.04,342.79,2.65,243.06,662033.65,5990114.96,50071.68,1584.00,37.40,2.34,50074.77,1323.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.85,661935.12,5990385.15,342.79,2.65,243.06,662033.62,5990115.06,50071.68,1584.00,37.40,2.34,50074.80,1323.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.93,661935.06,5990385.36,342.79,2.65,243.07,662033.56,5990115.27,50071.68,1582.00,37.40,2.34,50074.94,1321.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:55.97,661935.03,5990385.45,342.79,2.65,243.07,662033.53,5990115.37,50071.63,1582.00,37.40,2.35,50074.94,1321.00,883807,883431,1.33,-0.19
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.01,661934.99,5990385.56,342.79,2.65,243.06,662033.49,5990115.48,50071.63,1582.00,37.40,2.35,50074.81,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.05,661934.95,5990385.66,342.79,2.65,243.06,662033.46,5990115.58,50071.72,1584.00,37.40,2.36,50074.85,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.13,661934.89,5990385.87,342.79,2.65,243.06,662033.40,5990115.79,50071.68,1582.00,37.40,2.36,50074.90,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.17,661934.86,5990385.97,342.79,2.65,243.06,662033.37,5990115.89,50071.68,1582.00,37.40,2.35,50074.90,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.21,661934.83,5990386.07,342.79,2.65,243.07,662033.34,5990115.99,50071.68,1584.00,37.40,2.35,50074.89,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.25,661934.79,5990386.18,342.79,2.65,243.07,662033.31,5990116.10,50071.63,1582.00,37.40,2.34,50074.86,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.29,661934.76,5990386.28,342.73,2.65,243.06,662033.27,5990116.20,50071.66,1582.00,37.40,2.34,50074.80,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.37,661934.70,5990386.48,342.73,2.65,243.06,662033.21,5990116.41,50071.63,1582.00,37.40,2.35,50074.81,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.43,661934.66,5990386.61,342.73,2.65,243.06,662033.17,5990116.54,50071.59,1584.00,37.40,2.35,50074.89,1318.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.46,661934.63,5990386.69,342.73,2.65,243.06,662033.15,5990116.61,50071.59,1582.00,37.40,2.36,50074.86,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.50,661934.59,5990386.80,342.73,2.65,243.06,662033.10,5990116.73,50071.68,1584.00,37.40,2.36,50074.80,1321.00,883807,883431,1.80,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.58,661934.53,5990387.00,342.73,2.65,243.06,662033.05,5990116.93,50071.77,1582.00,37.40,2.36,50074.85,1321.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.62,661934.50,5990387.10,342.73,2.65,243.05,662033.01,5990117.04,50071.72,1584.00,37.40,2.36,50074.85,1321.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.66,661934.47,5990387.21,342.73,2.65,243.05,662032.98,5990117.14,50071.63,1582.00,37.40,2.39,50074.90,1318.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.70,661934.43,5990387.31,342.73,2.65,243.06,662032.95,5990117.24,50071.68,1584.00,37.40,2.39,50074.98,1318.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.74,661934.40,5990387.41,342.73,2.65,243.06,662032.92,5990117.35,50071.63,1584.00,37.40,2.42,50074.81,1321.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.82,661934.33,5990387.62,342.68,2.65,243.06,662032.85,5990117.54,50071.72,1582.00,37.40,2.42,50074.89,1321.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.86,661934.30,5990387.72,342.68,2.65,243.07,662032.82,5990117.65,50071.63,1584.00,37.40,2.36,50074.86,1321.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.90,661934.27,5990387.82,342.68,2.65,243.07,662032.79,5990117.75,50071.72,1582.00,37.40,2.36,50074.89,1321.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:56.94,661934.24,5990387.93,342.68,2.65,243.07,662032.76,5990117.85,50071.59,1584.00,37.40,2.37,50074.90,1318.00,883807,883431,0.44,-0.24
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.02,661934.17,5990388.13,342.68,2.65,243.06,662032.69,5990118.06,50071.59,1582.00,37.40,2.37,50074.80,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.07,661934.14,5990388.23,342.68,2.65,243.06,662032.66,5990118.16,50071.77,1582.00,37.40,2.37,50074.99,1321.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.11,661934.11,5990388.34,342.68,2.65,243.07,662032.63,5990118.27,50071.63,1582.00,37.40,2.37,50074.81,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.15,661934.08,5990388.44,342.68,2.65,243.07,662032.60,5990118.37,50071.63,1584.00,37.40,2.38,50074.85,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.23,661934.01,5990388.65,342.68,2.65,243.07,662032.54,5990118.58,50071.68,1582.00,37.40,2.38,50074.94,1321.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.27,661933.98,5990388.74,342.68,2.65,243.07,662032.51,5990118.67,50071.68,1584.00,37.40,2.38,50074.94,1321.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.31,661933.94,5990388.85,342.68,2.65,243.06,662032.47,5990118.79,50071.63,1582.00,37.40,2.38,50074.77,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.35,661933.91,5990388.96,342.68,2.65,243.06,662032.43,5990118.89,50071.63,1582.00,37.40,2.36,50074.85,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.39,661933.88,5990389.06,342.68,2.65,243.06,662032.41,5990119.00,50071.63,1582.00,37.40,2.36,50074.90,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.47,661933.81,5990389.26,342.68,2.65,243.06,662032.35,5990119.20,50071.59,1582.00,37.40,2.41,50074.85,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.52,661933.77,5990389.38,342.60,2.65,243.05,662032.29,5990119.33,50071.54,1582.00,37.40,2.41,50074.77,1318.00,883807,883431,1.32,-0.13
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.55,661933.74,5990389.47,342.60,2.65,243.05,662032.26,5990119.42,50071.68,1582.00,37.40,2.38,50074.85,1321.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.60,661933.71,5990389.57,342.60,2.65,243.05,662032.23,5990119.52,50071.59,1582.00,37.40,2.38,50074.77,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.68,661933.65,5990389.78,342.60,2.65,243.05,662032.17,5990119.73,50071.59,1582.00,37.40,2.36,50074.99,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.72,661933.61,5990389.88,342.60,2.65,243.05,662032.14,5990119.83,50071.66,1582.00,37.40,2.36,50074.99,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.76,661933.58,5990389.98,342.60,2.65,243.05,662032.10,5990119.93,50071.72,1582.00,37.40,2.37,50074.94,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.80,661933.55,5990390.09,342.60,2.65,243.02,662032.01,5990120.04,50071.72,1582.00,37.40,2.37,50074.95,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.88,661933.48,5990390.30,342.60,2.65,243.02,662031.94,5990120.25,50071.59,1582.00,37.40,2.39,50074.90,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.92,661933.45,5990390.39,342.60,2.65,243.02,662031.91,5990120.35,50071.68,1584.00,37.40,2.39,50074.90,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:57.96,661933.42,5990390.49,342.60,2.65,243.02,662031.88,5990120.45,50071.63,1580.00,37.40,2.38,50074.90,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.02,661933.37,5990390.64,342.53,2.65,243.02,662031.83,5990120.60,50071.63,1582.00,37.40,2.38,50074.80,1318.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.04,661933.35,5990390.71,342.53,2.65,243.02,662031.81,5990120.67,50071.68,1582.00,37.40,2.38,50074.86,1321.00,883807,883431,2.74,-0.45
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.12,661933.29,5990390.91,342.53,2.65,243.02,662031.75,5990120.87,50071.59,1582.00,37.40,2.38,50074.85,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.16,661933.25,5990391.01,342.53,2.65,243.02,662031.72,5990120.97,50071.68,1582.00,37.40,2.38,50074.86,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.20,661933.22,5990391.12,342.53,2.65,243.02,662031.69,5990121.08,50071.63,1582.00,37.40,2.38,50074.85,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.25,661933.19,5990391.22,342.53,2.65,243.02,662031.66,5990121.19,50071.68,1582.00,37.40,2.40,50074.95,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.33,661933.12,5990391.43,342.53,2.65,243.02,662031.59,5990121.39,50071.68,1582.00,37.40,2.40,50074.86,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.37,661933.09,5990391.53,342.53,2.65,243.02,662031.56,5990121.49,50071.68,1582.00,37.40,2.38,50074.86,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.41,661933.06,5990391.63,342.53,2.65,243.02,662031.52,5990121.60,50071.77,1582.00,37.40,2.38,50075.03,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.45,661933.02,5990391.74,342.53,2.65,243.02,662031.49,5990121.70,50071.72,1584.00,37.40,2.40,50074.95,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.49,661932.99,5990391.83,342.53,2.65,243.03,662031.46,5990121.79,50071.72,1584.00,37.40,2.40,50074.98,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.57,661932.93,5990392.04,342.53,2.65,243.03,662031.40,5990122.00,50071.72,1582.00,37.40,2.39,50074.95,1318.00,883807,883431,1.77,-0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.61,661932.89,5990392.14,342.53,2.65,243.03,662031.37,5990122.10,50071.63,1582.00,37.40,2.39,50074.80,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.65,661932.86,5990392.24,342.47,2.65,243.03,662031.33,5990122.20,50071.77,1582.00,37.40,2.39,50074.95,1321.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.69,661932.83,5990392.35,342.47,2.65,243.03,662031.30,5990122.30,50071.77,1582.00,37.40,2.39,50075.03,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.78,661932.76,5990392.55,342.47,2.65,243.03,662031.23,5990122.51,50071.72,1582.00,37.40,2.40,50074.95,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.81,661932.73,5990392.65,342.47,2.65,243.02,662031.20,5990122.62,50071.72,1582.00,37.40,2.40,50074.95,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.86,661932.70,5990392.75,342.47,2.65,243.02,662031.17,5990122.72,50071.72,1582.00,37.40,2.39,50074.94,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.90,661932.66,5990392.86,342.47,2.65,243.02,662031.13,5990122.83,50071.77,1582.00,37.40,2.39,50074.95,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:58.98,661932.60,5990393.07,342.47,2.65,243.02,662031.07,5990123.04,50071.72,1580.00,37.40,2.42,50074.95,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.02,661932.57,5990393.16,342.47,2.65,243.02,662031.04,5990123.14,50071.72,1582.00,37.40,2.42,50074.95,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.06,661932.53,5990393.27,342.47,2.65,243.02,662031.01,5990123.24,50071.81,1582.00,37.33,2.41,50074.94,1318.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.10,661932.50,5990393.37,342.47,2.65,243.02,662030.97,5990123.35,50071.86,1582.00,37.33,2.41,50075.04,1321.00,883807,883431,2.85,-0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.15,661932.47,5990393.49,342.47,2.65,243.02,662030.94,5990123.46,50071.72,1584.00,37.33,2.39,50075.04,1321.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.22,661932.40,5990393.68,342.47,2.65,243.02,662030.88,5990123.66,50071.81,1582.00,37.33,2.39,50075.08,1318.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.26,661932.37,5990393.79,342.43,2.65,243.02,662030.84,5990123.76,50071.90,1582.00,37.33,2.39,50075.04,1318.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.30,661932.34,5990393.89,342.43,2.65,243.02,662030.81,5990123.86,50071.95,1582.00,37.33,2.39,50075.07,1321.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.34,661932.31,5990393.99,342.43,2.65,243.02,662030.78,5990123.97,50071.86,1582.00,37.33,2.41,50075.04,1318.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.44,661932.23,5990394.22,342.43,2.65,243.02,662030.71,5990124.20,50071.86,1582.00,37.33,2.41,50075.08,1318.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.47,661932.21,5990394.30,342.43,2.65,243.03,662030.69,5990124.27,50071.86,1580.00,37.33,2.41,50075.08,1318.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.51,661932.17,5990394.40,342.43,2.65,243.03,662030.66,5990124.37,50071.90,1582.00,37.33,2.41,50075.07,1318.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.55,661932.14,5990394.51,342.43,2.65,243.03,662030.62,5990124.49,50071.95,1582.00,37.33,2.42,50075.08,1316.00,883807,883431,1.86,-1.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.63,661932.08,5990394.71,342.43,2.65,243.03,662030.56,5990124.68,50071.95,1582.00,37.33,2.42,50075.08,1316.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.67,661932.05,5990394.81,342.43,2.65,243.03,662030.53,5990124.78,50071.95,1582.00,37.33,2.45,50075.21,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.71,661932.01,5990394.91,342.43,2.65,243.03,662030.50,5990124.88,50071.95,1582.00,37.33,2.45,50075.13,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.75,661931.98,5990395.02,342.43,2.65,243.03,662030.46,5990124.99,50071.95,1582.00,37.33,2.41,50075.12,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.79,661931.95,5990395.12,342.43,2.65,243.03,662030.43,5990125.10,50071.95,1582.00,37.33,2.41,50075.08,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.87,661931.88,5990395.33,342.41,2.65,243.03,662030.36,5990125.30,50072.08,1582.00,37.33,2.41,50075.25,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.91,661931.85,5990395.43,342.41,2.65,243.03,662030.33,5990125.40,50071.99,1582.00,37.33,2.41,50075.17,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:30:59.95,661931.82,5990395.53,342.41,2.65,243.03,662030.30,5990125.50,50071.95,1584.00,37.33,2.41,50075.21,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.00,661931.78,5990395.64,342.41,2.65,243.21,662029.17,5990125.05,50071.95,1582.00,37.33,2.41,50075.13,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.08,661931.71,5990395.84,342.41,2.65,243.21,662029.10,5990125.25,50071.99,1582.00,37.33,2.42,50075.16,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.12,661931.68,5990395.96,342.41,2.65,243.21,662029.07,5990125.37,50071.99,1580.00,37.33,2.42,50075.16,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.16,661931.65,5990396.04,342.41,2.65,243.21,662029.04,5990125.45,50071.99,1582.00,37.33,2.40,50075.22,1318.00,883807,883431,1.65,-0.26
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.20,661931.62,5990396.15,342.41,2.65,243.21,662029.01,5990125.56,50071.95,1582.00,37.33,2.40,50075.16,1318.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.28,661931.55,5990396.35,342.41,2.65,243.22,662028.92,5990125.74,50072.04,1584.00,37.33,2.42,50075.17,1318.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.32,661931.51,5990396.45,342.41,2.65,243.22,662028.89,5990125.85,50071.99,1582.00,37.33,2.42,50075.17,1318.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.36,661931.48,5990396.55,342.41,2.65,243.22,662028.86,5990125.94,50071.99,1582.00,37.33,2.40,50075.16,1321.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.40,661931.45,5990396.66,342.41,2.65,243.22,662028.82,5990126.06,50071.90,1582.00,37.33,2.40,50075.13,1318.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.44,661931.42,5990396.76,342.41,2.65,243.22,662028.79,5990126.16,50071.95,1582.00,37.33,2.42,50075.16,1321.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.52,661931.35,5990396.96,342.38,2.65,243.22,662028.73,5990126.36,50071.99,1582.00,37.33,2.42,50075.13,1318.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.57,661931.32,5990397.08,342.38,2.65,243.22,662028.70,5990126.48,50072.04,1582.00,37.33,2.42,50075.13,1318.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.61,661931.29,5990397.17,342.38,2.65,243.22,662028.67,5990126.57,50072.13,1582.00,37.33,2.42,50075.21,1318.00,883807,883431,1.48,-1.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.65,661931.25,5990397.27,342.38,2.65,243.22,662028.64,5990126.67,50072.04,1582.00,37.33,2.43,50075.26,1318.00,883807,883431,2.22,-0.65
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.73,661931.19,5990397.48,342.38,2.65,243.22,662028.57,5990126.89,50071.99,1582.00,37.33,2.43,50075.17,1318.00,883807,883431,2.22,-0.65
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.77,661931.16,5990397.58,342.38,2.65,243.22,662028.54,5990126.98,50072.04,1582.00,37.33,2.51,50075.17,1318.00,883807,883431,2.22,-0.65
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.81,661931.12,5990397.68,342.38,2.65,243.21,662028.50,5990127.09,50072.13,1582.00,37.33,2.51,50075.25,1318.00,883807,883431,2.22,-0.65
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.85,661931.08,5990397.78,342.38,2.65,243.21,662028.46,5990127.19,50072.08,1582.00,37.33,2.42,50075.22,1321.00,883807,883431,2.22,-0.65
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_4,28/06/2026,03:31:00.89,661931.05,5990397.89,342.38,2.65,243.21,662028.43,5990127.30,50072.04,1582.00,37.33,2.42,50075.22,1321.00,883807,883431,2.22,-0.65
