Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_1 Range to Node,SF_STBD_MAG_1 Easting,SF_STBD_MAG_1 Northing,Magnetic Field 30011_MAG_SFSTBD_1_883381 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30015_MAG_SFSTBD_5_883767 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.20,665818.01,5985313.93,323.01,2.77,243.54,665974.66,5985073.31,50056.16,1223.00,34.38,2.30,50046.86,1423.00,883381,883767,3.97,0.08
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.25,665817.93,5985314.03,323.01,2.77,243.54,665974.58,5985073.42,50056.08,1221.00,34.38,2.32,50046.77,1426.00,883381,883767,3.97,0.08
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.28,665817.87,5985314.10,323.01,2.77,243.54,665974.52,5985073.50,50055.97,1221.00,34.38,2.32,50046.71,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.37,665817.73,5985314.29,323.01,2.77,243.54,665974.38,5985073.68,50056.02,1218.00,34.38,2.33,50046.91,1426.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.40,665817.66,5985314.37,323.01,2.77,243.54,665974.31,5985073.77,50056.16,1218.00,34.38,2.33,50046.85,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.45,665817.59,5985314.46,323.01,2.77,243.55,665974.25,5985073.86,50056.16,1216.00,34.38,2.33,50046.85,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.48,665817.52,5985314.54,323.01,2.77,243.55,665974.18,5985073.95,50056.12,1216.00,34.38,2.33,50046.77,1421.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.53,665817.45,5985314.64,323.01,2.77,243.55,665974.11,5985074.04,50055.97,1216.00,34.38,2.33,50046.67,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.61,665817.32,5985314.82,323.01,2.77,243.55,665973.97,5985074.22,50055.97,1216.00,34.38,2.33,50046.73,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.65,665817.25,5985314.90,322.94,2.77,243.54,665973.92,5985074.33,50056.11,1213.00,34.38,2.38,50046.73,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.69,665817.18,5985314.99,322.94,2.77,243.54,665973.85,5985074.42,50056.03,1213.00,34.38,2.38,50046.73,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.73,665817.11,5985315.08,322.94,2.77,243.54,665973.78,5985074.51,50056.02,1211.00,34.27,2.35,50046.59,1423.00,883381,883767,4.36,-1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.81,665816.97,5985315.26,322.94,2.77,243.55,665973.65,5985074.69,50055.88,1211.00,34.27,2.35,50046.64,1421.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.85,665816.91,5985315.34,322.94,2.77,243.55,665973.58,5985074.78,50056.02,1211.00,34.27,2.37,50046.64,1423.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.89,665816.84,5985315.44,322.94,2.77,243.55,665973.51,5985074.87,50056.03,1208.00,34.27,2.37,50046.64,1423.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:23.93,665816.77,5985315.53,322.94,2.77,243.55,665973.44,5985074.96,50056.07,1208.00,34.27,2.37,50046.62,1418.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.02,665816.64,5985315.70,322.94,2.77,243.57,665973.32,5985075.13,50055.93,1206.00,34.27,2.37,50046.55,1421.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.06,665816.57,5985315.79,322.94,2.77,243.57,665973.25,5985075.22,50055.93,1208.00,34.27,2.42,50046.59,1418.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.10,665816.49,5985315.90,322.94,2.77,243.57,665973.17,5985075.33,50055.97,1206.00,34.27,2.42,50046.59,1418.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.14,665816.44,5985315.97,322.94,2.77,243.57,665973.11,5985075.40,50056.08,1204.00,34.27,2.39,50046.59,1418.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.18,665816.37,5985316.06,322.94,2.77,243.57,665973.04,5985075.49,50056.02,1204.00,34.27,2.39,50046.62,1418.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.27,665816.21,5985316.26,322.91,2.77,243.57,665972.89,5985075.70,50056.07,1204.00,34.27,2.39,50046.58,1421.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.30,665816.16,5985316.33,322.91,2.77,243.57,665972.84,5985075.77,50055.97,1204.00,34.22,2.39,50046.55,1418.00,883381,883767,3.46,-0.37
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.34,665816.09,5985316.41,322.91,2.77,243.57,665972.77,5985075.85,50055.99,1201.00,34.22,2.40,50046.55,1418.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.38,665816.03,5985316.50,322.91,2.77,243.57,665972.70,5985075.94,50055.97,1201.00,34.22,2.40,50046.55,1418.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.50,665815.82,5985316.77,322.91,2.77,243.58,665972.51,5985076.22,50056.07,1201.00,34.22,2.44,50046.64,1418.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.54,665815.75,5985316.86,322.91,2.77,243.58,665972.44,5985076.31,50055.94,1204.00,34.22,2.41,50046.53,1421.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.58,665815.69,5985316.95,322.91,2.77,243.58,665972.37,5985076.40,50055.93,1199.00,34.22,2.41,50046.50,1418.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.63,665815.62,5985317.04,322.91,2.77,243.58,665972.30,5985076.49,50056.11,1199.00,34.22,2.42,50046.50,1418.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.71,665815.48,5985317.21,322.91,2.77,243.58,665972.18,5985076.66,50056.11,1199.00,34.22,2.42,50046.49,1418.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.75,665815.41,5985317.30,322.91,2.77,243.58,665972.11,5985076.75,50055.93,1201.00,34.22,2.44,50046.49,1418.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.79,665815.34,5985317.39,322.91,2.77,243.58,665972.04,5985076.84,50056.03,1199.00,34.22,2.44,50046.41,1421.00,883381,883767,3.15,-1.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.83,665815.28,5985317.47,322.80,2.77,243.59,665972.00,5985076.94,50056.11,1199.00,34.22,2.45,50046.67,1418.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.91,665815.14,5985317.65,322.80,2.77,243.59,665971.87,5985077.13,50056.07,1201.00,34.22,2.45,50046.55,1421.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.95,665815.07,5985317.74,322.80,2.77,243.59,665971.80,5985077.22,50056.16,1199.00,34.22,2.47,50046.62,1418.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:24.99,665815.01,5985317.83,322.80,2.77,243.59,665971.73,5985077.31,50056.17,1199.00,34.22,2.47,50046.62,1418.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.03,665814.94,5985317.92,322.80,2.77,243.41,665970.81,5985077.08,50055.93,1199.00,34.22,2.47,50046.41,1418.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.11,665814.80,5985318.10,322.80,2.77,243.41,665970.67,5985077.27,50055.97,1196.00,34.22,2.47,50046.49,1418.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.16,665814.73,5985318.20,322.80,2.77,243.41,665970.59,5985077.37,50056.16,1196.00,34.22,2.50,50046.59,1418.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.20,665814.67,5985318.28,322.80,2.77,243.41,665970.53,5985077.45,50056.08,1199.00,34.22,2.50,50046.49,1421.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.23,665814.60,5985318.36,322.80,2.77,243.41,665970.47,5985077.54,50056.07,1196.00,34.22,2.50,50046.49,1421.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.28,665814.53,5985318.45,322.80,2.77,243.41,665970.38,5985077.62,50056.02,1199.00,34.22,2.50,50046.59,1418.00,883381,883767,4.11,-1.21
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.36,665814.40,5985318.63,322.80,2.77,243.41,665970.24,5985077.80,50056.16,1199.00,34.22,2.52,50046.59,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.40,665814.33,5985318.72,322.80,2.77,243.41,665970.18,5985077.90,50056.17,1201.00,34.17,2.52,50046.59,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.44,665814.26,5985318.81,322.80,2.77,243.41,665970.11,5985077.99,50056.16,1201.00,34.17,2.52,50046.59,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.48,665814.18,5985318.89,322.63,2.76,243.41,665970.02,5985078.06,50056.07,1201.00,34.17,2.52,50046.67,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.56,665814.05,5985319.07,322.63,2.76,243.41,665969.88,5985078.23,50056.07,1201.00,34.17,2.53,50046.59,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.60,665813.98,5985319.15,322.63,2.76,243.41,665969.81,5985078.32,50055.99,1201.00,34.17,2.53,50046.59,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.64,665813.91,5985319.24,322.63,2.76,243.44,665969.76,5985078.39,50056.11,1201.00,34.17,2.51,50046.64,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.68,665813.84,5985319.33,322.63,2.76,243.44,665969.69,5985078.48,50056.16,1204.00,34.17,2.51,50046.53,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.72,665813.77,5985319.42,322.63,2.76,243.44,665969.62,5985078.57,50056.07,1204.00,34.17,2.54,50046.53,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.81,665813.64,5985319.59,322.63,2.76,243.44,665969.49,5985078.75,50055.99,1204.00,34.17,2.54,50046.64,1421.00,883381,883767,2.37,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.85,665813.57,5985319.68,322.63,2.76,243.44,665969.42,5985078.84,50056.11,1206.00,34.17,2.57,50046.64,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.89,665813.50,5985319.77,322.63,2.76,243.44,665969.35,5985078.93,50056.20,1206.00,34.17,2.57,50046.77,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:25.93,665813.43,5985319.86,322.63,2.76,243.44,665969.28,5985079.02,50056.20,1208.00,34.12,2.57,50046.67,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.01,665813.29,5985320.03,322.47,2.76,243.45,665969.16,5985079.19,50056.12,1208.00,34.12,2.57,50046.71,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.05,665813.23,5985320.12,322.47,2.76,243.45,665969.09,5985079.28,50056.16,1211.00,34.12,2.55,50046.71,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.09,665813.16,5985320.21,322.47,2.76,243.45,665969.02,5985079.37,50056.07,1208.00,34.12,2.55,50046.68,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.13,665813.08,5985320.31,322.47,2.76,243.45,665968.94,5985079.47,50056.16,1213.00,34.12,2.56,50046.77,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.21,665812.95,5985320.48,322.47,2.76,243.45,665968.80,5985079.64,50056.26,1211.00,34.12,2.56,50046.77,1421.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.25,665812.88,5985320.56,322.47,2.76,243.45,665968.75,5985079.72,50056.20,1211.00,34.12,2.58,50046.71,1423.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.30,665812.80,5985320.66,322.47,2.76,243.45,665968.67,5985079.83,50056.07,1213.00,34.12,2.58,50046.71,1423.00,883381,883767,1.91,-0.29
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.33,665812.75,5985320.74,322.47,2.76,243.45,665968.61,5985079.90,50056.11,1213.00,34.12,2.59,50046.68,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.42,665812.61,5985320.92,322.47,2.76,243.46,665968.47,5985080.08,50056.17,1211.00,34.12,2.59,50046.73,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.46,665812.54,5985321.01,322.47,2.76,243.46,665968.40,5985080.17,50056.29,1213.00,34.12,2.58,50046.82,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.50,665812.47,5985321.10,322.47,2.76,243.46,665968.33,5985080.26,50056.20,1213.00,34.07,2.58,50046.82,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.54,665812.41,5985321.18,322.47,2.76,243.46,665968.26,5985080.35,50056.11,1213.00,34.07,2.60,50046.82,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.58,665812.34,5985321.27,322.47,2.76,243.46,665968.19,5985080.44,50056.12,1213.00,34.07,2.60,50046.86,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.66,665812.20,5985321.45,322.47,2.76,243.46,665968.05,5985080.62,50056.25,1216.00,34.07,2.60,50046.82,1423.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.70,665812.13,5985321.54,322.47,2.76,243.46,665967.98,5985080.71,50056.34,1218.00,34.07,2.60,50046.82,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.74,665812.06,5985321.63,322.47,2.76,243.46,665967.91,5985080.79,50056.11,1216.00,34.07,2.61,50046.82,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.78,665812.00,5985321.72,322.47,2.76,243.46,665967.84,5985080.88,50056.17,1218.00,34.07,2.61,50046.82,1421.00,883381,883767,3.05,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.86,665811.85,5985321.90,322.47,2.76,243.46,665967.71,5985081.07,50056.16,1221.00,34.07,2.62,50046.91,1421.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.90,665811.79,5985321.98,322.47,2.76,243.46,665967.64,5985081.16,50056.25,1218.00,34.07,2.62,50046.91,1421.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.95,665811.73,5985322.06,322.40,2.75,243.46,665967.60,5985081.26,50056.35,1221.00,34.07,2.62,50046.89,1423.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:26.98,665811.66,5985322.15,322.40,2.75,243.46,665967.53,5985081.34,50056.29,1221.00,34.07,2.62,50046.89,1423.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.03,665811.59,5985322.24,322.40,2.75,243.47,665967.48,5985081.43,50056.25,1221.00,34.07,2.63,50046.96,1423.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.11,665811.45,5985322.41,322.40,2.75,243.47,665967.34,5985081.61,50056.16,1223.00,34.07,2.63,50046.89,1426.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.16,665811.36,5985322.53,322.40,2.75,243.47,665967.24,5985081.73,50056.35,1221.00,34.07,2.64,50047.00,1426.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.19,665811.31,5985322.59,322.40,2.75,243.47,665967.20,5985081.79,50056.29,1223.00,34.07,2.64,50047.00,1426.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.23,665811.25,5985322.68,322.40,2.75,243.47,665967.13,5985081.88,50056.20,1226.00,34.07,2.67,50047.00,1426.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.31,665811.10,5985322.86,322.40,2.75,242.98,665967.25,5985082.80,50056.25,1228.00,34.07,2.67,50047.14,1426.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.35,665811.03,5985322.95,322.40,2.75,242.98,665967.18,5985082.89,50056.40,1228.00,34.07,2.65,50047.17,1423.00,883381,883767,2.40,0.31
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.39,665810.97,5985323.04,322.40,2.75,242.98,665967.11,5985082.97,50056.43,1228.00,34.07,2.65,50047.17,1423.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.44,665810.89,5985323.13,322.40,2.75,242.98,665967.04,5985083.07,50056.52,1230.00,34.07,2.66,50047.14,1428.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.52,665810.75,5985323.31,322.33,2.75,242.98,665966.91,5985083.26,50056.35,1230.00,34.07,2.66,50047.08,1423.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.55,665810.69,5985323.39,322.33,2.75,242.98,665966.84,5985083.34,50056.34,1230.00,34.07,2.69,50047.14,1428.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.60,665810.62,5985323.48,322.33,2.75,242.98,665966.77,5985083.43,50056.34,1235.00,33.96,2.69,50047.14,1428.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.64,665810.54,5985323.58,322.33,2.75,243.00,665966.72,5985083.52,50056.43,1235.00,33.96,2.68,50047.23,1426.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.68,665810.48,5985323.66,322.33,2.75,243.00,665966.65,5985083.61,50056.44,1238.00,33.96,2.68,50047.23,1426.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.76,665810.34,5985323.84,322.33,2.75,243.00,665966.51,5985083.79,50056.43,1238.00,33.96,2.68,50047.32,1426.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.80,665810.26,5985323.93,322.33,2.75,243.00,665966.44,5985083.89,50056.43,1240.00,33.96,2.68,50047.36,1426.00,883381,883767,1.02,-0.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.85,665810.18,5985324.04,322.33,2.75,243.00,665966.36,5985084.00,50056.49,1243.00,33.96,2.68,50047.36,1426.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.88,665810.13,5985324.11,322.33,2.75,243.00,665966.30,5985084.07,50056.52,1240.00,33.96,2.68,50047.44,1426.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:27.96,665809.99,5985324.28,322.33,2.75,243.00,665966.16,5985084.24,50056.61,1243.00,33.96,2.68,50047.45,1428.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.00,665809.92,5985324.37,322.27,2.75,243.00,665966.10,5985084.34,50056.49,1248.00,33.96,2.68,50047.48,1426.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.04,665809.85,5985324.46,322.27,2.75,243.01,665966.03,5985084.43,50056.52,1245.00,33.96,2.68,50047.48,1426.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.08,665809.78,5985324.55,322.27,2.75,243.01,665965.96,5985084.52,50056.43,1250.00,33.96,2.68,50047.48,1426.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.13,665809.71,5985324.64,322.27,2.75,243.01,665965.89,5985084.61,50056.58,1250.00,33.96,2.67,50047.54,1428.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.21,665809.57,5985324.81,322.27,2.75,243.01,665965.75,5985084.78,50056.61,1250.00,33.96,2.67,50047.39,1428.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.25,665809.51,5985324.90,322.27,2.75,243.01,665965.68,5985084.87,50056.43,1252.00,33.96,2.67,50047.39,1428.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.29,665809.44,5985324.99,322.27,2.75,243.01,665965.61,5985084.96,50056.53,1255.00,33.96,2.67,50047.39,1428.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.33,665809.37,5985325.08,322.27,2.75,243.02,665965.56,5985085.06,50056.61,1255.00,33.96,2.68,50047.59,1428.00,883381,883767,0.52,0.58
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.41,665809.23,5985325.26,322.27,2.75,243.02,665965.42,5985085.24,50056.70,1255.00,33.96,2.68,50047.68,1426.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.45,665809.16,5985325.35,322.27,2.75,243.02,665965.35,5985085.32,50056.61,1257.00,33.96,2.74,50047.71,1426.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.49,665809.09,5985325.44,322.27,2.75,243.02,665965.29,5985085.42,50056.62,1260.00,33.96,2.74,50047.63,1428.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.53,665809.02,5985325.53,322.27,2.75,243.02,665965.22,5985085.51,50056.56,1257.00,33.96,2.69,50047.63,1428.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.61,665808.88,5985325.71,322.27,2.75,243.02,665965.07,5985085.69,50056.49,1260.00,33.96,2.69,50047.75,1428.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.65,665808.81,5985325.80,322.28,2.75,243.02,665965.02,5985085.79,50056.70,1262.00,33.96,2.70,50047.77,1428.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.70,665808.74,5985325.89,322.28,2.75,243.02,665964.94,5985085.89,50056.70,1262.00,33.96,2.70,50047.77,1428.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.73,665808.67,5985325.98,322.28,2.75,243.03,665964.88,5985085.97,50056.74,1267.00,33.96,2.69,50047.86,1428.00,883381,883767,0.43,-0.84
