Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_2 Range to Node,SF_Port_MAG_2 Easting,SF_Port_MAG_2 Northing,Magnetic Field 30002_MAG_SFPort_2_883430 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30005_MAG_SFPort_5_883768 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:04.71,661874.01,5990557.28,339.74,2.65,197.25,661948.28,5990327.32,50041.01,1279.00,38.13,2.36,50035.79,1304.00,883430,883768,2.70,-1.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:04.74,661873.97,5990557.38,339.74,2.65,197.25,661948.24,5990327.41,50040.92,1282.00,38.13,2.36,50035.73,1306.00,883430,883768,2.70,-1.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:04.83,661873.90,5990557.58,339.74,2.65,197.25,661948.16,5990327.61,50041.00,1282.00,38.13,2.31,50035.75,1306.00,883430,883768,2.70,-1.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:04.89,661873.83,5990557.75,339.74,2.65,197.26,661948.10,5990327.78,50041.01,1282.00,38.20,2.31,50035.79,1304.00,883430,883768,2.70,-1.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:04.93,661873.80,5990557.84,339.74,2.65,197.26,661948.07,5990327.87,50041.13,1284.00,38.13,2.31,50035.87,1304.00,883430,883768,2.70,-1.37
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:04.95,661873.78,5990557.88,339.74,2.65,197.26,661948.06,5990327.91,50041.06,1284.00,38.20,2.30,50035.79,1304.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:04.99,661873.75,5990557.99,339.74,2.65,197.26,661948.01,5990328.02,50041.15,1284.00,38.13,2.30,50035.79,1304.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.07,661873.67,5990558.19,339.74,2.65,197.26,661947.94,5990328.21,50041.13,1284.00,38.20,2.33,50035.88,1304.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.11,661873.64,5990558.29,339.74,2.65,197.26,661947.91,5990328.31,50041.10,1284.00,38.13,2.33,50035.87,1304.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.15,661873.60,5990558.39,339.74,2.65,197.26,661947.87,5990328.41,50040.97,1282.00,38.20,2.29,50035.79,1301.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.19,661873.56,5990558.50,339.74,2.65,197.27,661947.83,5990328.52,50041.09,1284.00,38.13,2.29,50035.79,1301.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.27,661873.49,5990558.69,339.74,2.65,197.27,661947.76,5990328.71,50041.24,1282.00,38.20,2.30,50036.00,1304.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.33,661873.44,5990558.84,339.82,2.65,197.29,661947.69,5990328.83,50041.13,1282.00,38.13,2.30,50035.88,1301.00,883430,883768,1.22,1.45
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.36,661873.42,5990558.90,339.82,2.65,197.29,661947.67,5990328.89,50041.19,1284.00,38.20,2.32,50035.93,1301.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.39,661873.38,5990558.99,339.82,2.65,197.29,661947.63,5990328.98,50041.15,1284.00,38.13,2.32,50035.91,1304.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.48,661873.31,5990559.20,339.82,2.65,197.30,661947.56,5990329.19,50041.13,1282.00,38.20,2.31,50035.84,1301.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.52,661873.27,5990559.30,339.82,2.65,197.30,661947.52,5990329.29,50041.28,1282.00,38.13,2.29,50036.07,1301.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.56,661873.23,5990559.40,339.82,2.65,197.30,661947.48,5990329.39,50041.37,1282.00,38.20,2.29,50036.11,1301.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.60,661873.20,5990559.50,339.82,2.65,197.30,661947.44,5990329.49,50041.36,1282.00,38.13,2.29,50035.96,1301.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.64,661873.15,5990559.60,339.82,2.65,197.32,661947.43,5990329.57,50041.19,1282.00,38.20,2.31,50035.96,1301.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.72,661873.08,5990559.80,339.82,2.65,197.32,661947.35,5990329.77,50041.24,1282.00,38.13,2.28,50035.93,1304.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.76,661873.05,5990559.90,339.82,2.65,197.32,661947.32,5990329.87,50041.36,1287.00,38.20,2.28,50036.11,1304.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.80,661873.01,5990560.00,339.82,2.65,197.34,661947.37,5990329.98,50041.33,1282.00,38.13,2.28,50036.09,1301.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.84,661872.97,5990560.10,339.82,2.65,197.34,661947.33,5990330.08,50041.37,1287.00,38.20,2.29,50035.97,1304.00,883430,883768,-0.79,-1.43
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.94,661872.89,5990560.33,339.82,2.65,197.34,661947.25,5990330.31,50041.31,1284.00,38.13,2.31,50036.11,1301.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:05.97,661872.86,5990560.41,339.82,2.65,197.34,661947.22,5990330.39,50041.37,1284.00,38.20,2.31,50036.05,1301.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.01,661872.82,5990560.51,339.82,2.65,197.35,661947.18,5990330.48,50041.42,1284.00,38.13,2.31,50036.15,1301.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.05,661872.79,5990560.61,339.82,2.65,197.35,661947.15,5990330.58,50041.40,1284.00,38.13,2.34,50036.07,1299.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.09,661872.75,5990560.71,339.82,2.65,197.35,661947.11,5990330.68,50041.37,1284.00,38.13,2.34,50036.07,1299.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.17,661872.68,5990560.91,339.82,2.65,197.35,661947.04,5990330.88,50041.28,1284.00,38.20,2.28,50036.05,1301.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.21,661872.64,5990561.01,339.82,2.65,197.35,661947.00,5990330.98,50041.31,1284.00,38.13,2.28,50036.02,1299.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.25,661872.60,5990561.12,339.82,2.65,197.36,661946.98,5990331.08,50041.42,1284.00,38.20,2.30,50036.07,1301.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.29,661872.56,5990561.22,339.82,2.65,197.36,661946.94,5990331.19,50041.37,1282.00,38.13,2.30,50036.07,1301.00,883430,883768,-0.34,-2.91
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.37,661872.49,5990561.42,339.82,2.65,197.36,661946.87,5990331.38,50041.45,1284.00,38.20,2.29,50036.14,1299.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.41,661872.45,5990561.52,339.82,2.65,197.36,661946.83,5990331.48,50041.42,1282.00,38.20,2.29,50036.07,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.45,661872.42,5990561.62,339.85,2.65,197.37,661946.80,5990331.58,50041.24,1284.00,38.20,2.29,50035.97,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.50,661872.38,5990561.72,339.85,2.65,197.37,661946.76,5990331.68,50041.40,1282.00,38.20,2.29,50035.97,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.58,661872.31,5990561.92,339.85,2.65,197.37,661946.69,5990331.88,50041.42,1282.00,38.20,2.30,50036.09,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.61,661872.27,5990562.02,339.85,2.65,197.37,661946.64,5990331.97,50041.42,1284.00,38.13,2.30,50036.07,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.66,661872.23,5990562.13,339.85,2.65,197.37,661946.60,5990332.08,50041.45,1284.00,38.20,2.30,50036.07,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.70,661872.20,5990562.23,339.85,2.65,197.37,661946.56,5990332.18,50041.42,1287.00,38.13,2.30,50036.11,1299.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.74,661872.16,5990562.34,339.85,2.65,197.37,661946.52,5990332.28,50041.46,1287.00,38.20,2.28,50036.11,1299.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.82,661872.09,5990562.54,339.85,2.65,197.38,661946.45,5990332.48,50041.49,1284.00,38.13,2.30,50036.15,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.86,661872.05,5990562.64,339.85,2.65,197.38,661946.42,5990332.58,50041.56,1284.00,38.20,2.30,50036.11,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.92,661871.99,5990562.79,339.85,2.65,197.38,661946.36,5990332.73,50041.33,1284.00,38.13,2.30,50036.02,1301.00,883430,883768,-0.05,-1.79
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:06.96,661871.96,5990562.89,339.85,2.65,197.38,661946.33,5990332.84,50041.40,1284.00,38.20,2.31,50036.02,1301.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.02,661871.90,5990563.05,339.83,2.65,197.39,661946.27,5990332.99,50041.51,1284.00,38.20,2.29,50036.20,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.06,661871.86,5990563.14,339.83,2.65,197.39,661946.23,5990333.08,50041.56,1282.00,38.20,2.29,50036.20,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.11,661871.82,5990563.25,339.83,2.65,197.39,661946.20,5990333.18,50041.69,1284.00,38.13,2.29,50036.29,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.15,661871.79,5990563.35,339.83,2.65,197.39,661946.16,5990333.28,50041.58,1282.00,38.20,2.30,50036.18,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.19,661871.75,5990563.45,339.83,2.65,197.39,661946.12,5990333.39,50041.51,1284.00,38.13,2.30,50036.18,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.27,661871.67,5990563.65,339.83,2.65,197.33,661946.04,5990333.65,50041.64,1284.00,38.20,2.27,50036.34,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.31,661871.64,5990563.75,339.83,2.65,197.33,661946.00,5990333.75,50041.72,1282.00,38.13,2.27,50036.34,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.38,661871.58,5990563.92,339.83,2.65,197.33,661945.94,5990333.91,50041.74,1287.00,38.20,2.30,50036.25,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.39,661871.56,5990563.96,339.83,2.65,197.33,661945.93,5990333.95,50041.60,1284.00,38.13,2.30,50036.25,1299.00,883430,883768,5.06,-3.47
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.47,661871.49,5990564.16,339.83,2.65,197.33,661945.86,5990334.15,50041.68,1284.00,38.20,2.31,50036.23,1296.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.51,661871.46,5990564.26,339.83,2.65,197.33,661945.82,5990334.25,50041.74,1287.00,38.20,2.31,50036.34,1299.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.55,661871.42,5990564.37,339.83,2.65,197.34,661945.78,5990334.36,50041.78,1287.00,38.20,2.31,50036.38,1296.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.59,661871.38,5990564.47,339.83,2.65,197.34,661945.75,5990334.46,50041.87,1287.00,38.20,2.31,50036.38,1296.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.67,661871.31,5990564.67,339.83,2.65,197.41,661945.67,5990334.59,50041.86,1287.00,38.20,2.27,50036.43,1296.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.71,661871.27,5990564.77,339.83,2.65,197.41,661945.64,5990334.68,50041.83,1284.00,38.20,2.27,50036.43,1296.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.76,661871.23,5990564.88,339.83,2.65,197.41,661945.60,5990334.79,50041.87,1284.00,38.24,2.29,50036.47,1296.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.80,661871.20,5990564.99,339.83,2.65,197.41,661945.56,5990334.90,50042.01,1284.00,38.13,2.29,50036.52,1294.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.88,661871.12,5990565.19,339.83,2.65,197.41,661945.49,5990335.10,50042.01,1284.00,38.20,2.30,50036.43,1296.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.94,661871.07,5990565.34,339.83,2.65,197.41,661945.43,5990335.25,50041.90,1284.00,38.20,2.33,50036.55,1294.00,883430,883768,-2.65,0.03
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:07.98,661871.03,5990565.44,339.83,2.65,197.41,661945.40,5990335.35,50041.96,1284.00,38.20,2.33,50036.47,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.00,661871.01,5990565.49,339.83,2.65,197.19,661945.42,5990335.64,50042.01,1284.00,38.20,2.33,50036.47,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.04,661870.98,5990565.60,339.83,2.65,197.20,661945.38,5990335.75,50041.96,1284.00,38.20,2.32,50036.47,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.12,661870.90,5990565.79,339.83,2.65,197.20,661945.31,5990335.94,50042.04,1282.00,38.20,2.30,50036.52,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.16,661870.87,5990565.89,339.83,2.65,197.20,661945.28,5990336.04,50042.01,1284.00,38.20,2.30,50036.46,1296.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.21,661870.83,5990566.00,339.83,2.65,197.20,661945.24,5990336.15,50042.01,1282.00,38.20,2.30,50036.52,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.24,661870.79,5990566.10,339.83,2.65,197.20,661945.20,5990336.24,50042.14,1282.00,38.20,2.32,50036.56,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.33,661870.71,5990566.32,339.85,2.65,197.20,661945.13,5990336.48,50042.10,1282.00,38.13,2.27,50036.56,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.39,661870.66,5990566.47,339.85,2.65,197.20,661945.08,5990336.62,50042.17,1284.00,38.20,2.27,50036.61,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.41,661870.65,5990566.51,339.85,2.65,197.20,661945.06,5990336.66,50042.23,1284.00,38.13,2.27,50036.61,1294.00,883430,883768,-3.99,0.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.45,661870.61,5990566.61,339.85,2.65,197.19,661945.02,5990336.77,50042.10,1284.00,38.20,2.36,50036.55,1294.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.49,661870.57,5990566.71,339.85,2.65,197.19,661944.98,5990336.87,50042.23,1287.00,38.20,2.36,50036.55,1294.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.57,661870.49,5990566.92,339.85,2.65,197.19,661944.91,5990337.08,50042.23,1284.00,38.20,2.32,50036.65,1294.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.61,661870.47,5990567.01,339.85,2.65,197.16,661944.87,5990337.21,50042.31,1287.00,38.13,2.32,50036.65,1294.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.65,661870.43,5990567.12,339.85,2.65,197.16,661944.83,5990337.31,50042.23,1287.00,38.20,2.33,50036.61,1294.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.69,661870.39,5990567.22,339.85,2.65,197.16,661944.80,5990337.41,50042.32,1284.00,38.13,2.33,50036.61,1294.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.77,661870.31,5990567.42,339.85,2.65,197.16,661944.73,5990337.61,50042.55,1284.00,38.20,2.31,50037.00,1292.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.81,661870.28,5990567.52,339.89,2.65,197.14,661944.68,5990337.73,50042.60,1287.00,38.13,2.31,50037.00,1292.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.86,661870.24,5990567.63,339.89,2.65,197.14,661944.64,5990337.84,50042.64,1284.00,38.20,2.32,50036.92,1289.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.90,661870.20,5990567.74,339.89,2.65,197.14,661944.61,5990337.94,50042.50,1284.00,38.13,2.32,50036.79,1292.00,883430,883768,1.77,-1.15
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:08.99,661870.12,5990567.95,339.89,2.65,197.13,661944.52,5990338.17,50042.58,1284.00,38.20,2.33,50036.97,1289.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.02,661870.09,5990568.03,339.89,2.65,197.13,661944.49,5990338.24,50042.60,1284.00,38.13,2.32,50037.01,1289.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.06,661870.06,5990568.13,339.89,2.65,197.14,661944.46,5990338.35,50042.69,1284.00,38.20,2.32,50037.01,1289.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.10,661870.02,5990568.23,339.89,2.65,197.14,661944.42,5990338.45,50042.73,1284.00,38.13,2.32,50037.01,1287.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.14,661869.98,5990568.34,339.89,2.65,197.14,661944.38,5990338.55,50042.78,1284.00,38.20,2.33,50037.01,1287.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.22,661869.91,5990568.54,339.89,2.65,197.14,661944.32,5990338.75,50042.87,1282.00,38.13,2.32,50037.24,1287.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.26,661869.87,5990568.64,339.89,2.65,197.11,661944.26,5990338.88,50042.87,1284.00,38.13,2.32,50037.24,1287.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.30,661869.83,5990568.74,339.89,2.65,197.11,661944.23,5990338.98,50043.00,1282.00,38.13,2.32,50037.32,1287.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.35,661869.79,5990568.85,339.89,2.65,197.11,661944.19,5990339.09,50043.00,1282.00,38.13,2.33,50037.32,1287.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.42,661869.72,5990569.04,339.89,2.65,197.11,661944.12,5990339.28,50042.87,1284.00,38.13,2.34,50037.20,1284.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.47,661869.68,5990569.16,339.92,2.65,197.10,661944.07,5990339.41,50042.91,1282.00,38.13,2.34,50037.29,1284.00,883430,883768,3.82,-1.28
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.51,661869.65,5990569.24,339.92,2.65,197.10,661944.04,5990339.50,50043.05,1282.00,38.09,2.34,50037.29,1282.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.55,661869.61,5990569.34,339.92,2.65,197.10,661944.01,5990339.60,50043.09,1282.00,38.13,2.33,50037.47,1284.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.59,661869.57,5990569.45,339.92,2.65,197.10,661943.97,5990339.70,50043.18,1282.00,38.13,2.33,50037.47,1284.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.67,661869.50,5990569.64,339.92,2.65,197.09,661943.88,5990339.90,50043.14,1282.00,38.13,2.36,50037.47,1282.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.71,661869.46,5990569.74,339.92,2.65,197.09,661943.85,5990340.00,50043.23,1284.00,38.13,2.36,50037.51,1282.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.75,661869.42,5990569.84,339.92,2.65,197.09,661943.81,5990340.10,50043.32,1284.00,38.13,2.36,50037.60,1279.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.79,661869.38,5990569.95,339.92,2.65,197.09,661943.77,5990340.21,50043.41,1284.00,38.13,2.36,50037.60,1279.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.87,661869.31,5990570.15,339.92,2.65,197.10,661943.70,5990340.41,50043.36,1284.00,38.13,2.38,50037.60,1279.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.93,661869.26,5990570.28,339.92,2.65,197.10,661943.66,5990340.54,50043.27,1287.00,38.09,2.38,50037.60,1279.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:09.97,661869.22,5990570.39,339.92,2.65,197.10,661943.62,5990340.65,50043.41,1284.00,38.13,2.37,50037.65,1277.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:10.07,661869.13,5990570.66,339.94,2.65,197.09,661943.51,5990340.92,50043.41,1284.00,38.13,2.44,50037.56,1277.00,883430,883768,3.23,-1.94
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:10.12,661869.09,5990570.76,339.94,2.65,197.09,661943.47,5990341.02,50043.55,1282.00,38.09,2.40,50037.65,1274.00,883430,883768,2.90,0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:10.16,661869.06,5990570.86,339.94,2.65,197.09,661943.43,5990341.12,50043.36,1282.00,38.13,2.40,50037.65,1274.00,883430,883768,2.90,0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:10.20,661869.02,5990570.96,339.94,2.65,197.09,661943.40,5990341.22,50043.46,1282.00,38.09,2.40,50037.69,1274.00,883430,883768,2.90,0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:10.24,661868.98,5990571.07,339.94,2.65,197.09,661943.36,5990341.33,50043.64,1279.00,38.13,2.37,50037.69,1274.00,883430,883768,2.90,0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:10.32,661868.90,5990571.26,339.94,2.65,197.23,661943.10,5990341.32,50043.73,1282.00,38.09,2.38,50037.87,1274.00,883430,883768,2.90,0.33
0014-,DDB_B10_P15_IC_SFpt_GRAD_2,28/06/2026,03:32:10.36,661868.87,5990571.36,339.94,2.65,197.23,661943.07,5990341.42,50043.68,1279.00,38.09,2.38,50037.69,1272.00,883430,883768,2.90,0.33
