Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_1 Range to Node,SF_Port_MAG_1 Easting,SF_Port_MAG_1 Northing,Magnetic Field 30001_MAG_SFPort_1_883758 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30005_MAG_SFPort_5_883768 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.53,667312.69,5983110.17,325.18,2.74,197.74,667428.06,5982897.21,50016.95,1375.00,32.56,2.35,50009.85,1292.00,883758,883768,1.72,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.57,667312.63,5983110.25,325.18,2.74,197.74,667428.00,5982897.30,50016.86,1375.00,32.56,2.35,50009.74,1294.00,883758,883768,1.72,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.61,667312.56,5983110.35,325.18,2.74,197.74,667427.93,5982897.39,50016.88,1375.00,32.56,2.35,50009.74,1294.00,883758,883768,1.72,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.69,667312.43,5983110.53,325.18,2.74,197.74,667427.80,5982897.58,50017.00,1375.00,32.56,2.35,50009.88,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.73,667312.37,5983110.62,325.18,2.74,197.74,667427.74,5982897.67,50017.02,1375.00,32.56,2.36,50009.88,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.77,667312.31,5983110.72,325.18,2.74,197.74,667427.68,5982897.76,50016.86,1375.00,32.56,2.36,50009.70,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.81,667312.24,5983110.81,325.18,2.74,197.74,667427.61,5982897.85,50016.77,1372.00,32.56,2.36,50009.67,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.86,667312.18,5983110.90,325.18,2.74,197.74,667427.55,5982897.94,50016.88,1372.00,32.56,2.36,50009.67,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.94,667312.05,5983111.08,325.18,2.74,197.75,667427.42,5982898.12,50016.86,1375.00,32.56,2.35,50009.83,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:14.98,667311.99,5983111.17,325.18,2.74,197.75,667427.36,5982898.21,50017.00,1375.00,32.56,2.35,50009.83,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.04,667311.89,5983111.32,325.19,2.74,197.75,667427.27,5982898.36,50016.88,1375.00,32.56,2.36,50009.83,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.08,667311.82,5983111.41,325.19,2.74,197.75,667427.21,5982898.45,50017.00,1375.00,32.56,2.36,50009.83,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.17,667311.69,5983111.61,325.19,2.74,197.75,667427.07,5982898.65,50016.93,1375.00,32.56,2.37,50009.83,1292.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.18,667311.67,5983111.64,325.19,2.74,197.75,667427.05,5982898.67,50016.95,1375.00,32.56,2.37,50009.81,1294.00,883758,883768,1.60,-1.61
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.22,667311.61,5983111.72,325.19,2.74,197.76,667426.99,5982898.76,50016.95,1372.00,32.56,2.38,50009.81,1294.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.26,667311.55,5983111.81,325.19,2.74,197.74,667426.95,5982898.88,50016.79,1375.00,32.56,2.38,50009.70,1294.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.34,667311.42,5983111.99,325.19,2.74,197.74,667426.83,5982899.06,50016.91,1372.00,32.56,2.38,50009.79,1296.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.38,667311.35,5983112.09,325.19,2.74,197.74,667426.76,5982899.16,50016.88,1375.00,32.56,2.38,50009.79,1294.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.43,667311.29,5983112.18,325.19,2.74,197.74,667426.70,5982899.25,50016.91,1375.00,32.56,2.37,50009.74,1296.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.46,667311.23,5983112.27,325.19,2.74,197.72,667426.62,5982899.35,50016.95,1372.00,32.46,2.37,50009.74,1296.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.51,667311.17,5983112.36,325.19,2.74,197.72,667426.56,5982899.44,50016.74,1375.00,32.46,2.37,50009.74,1296.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.59,667311.04,5983112.54,325.19,2.74,197.72,667426.43,5982899.62,50016.77,1372.00,32.46,2.37,50009.67,1294.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.63,667310.97,5983112.63,325.19,2.74,197.72,667426.36,5982899.71,50016.88,1375.00,32.46,2.39,50009.74,1294.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.67,667310.90,5983112.73,325.19,2.74,197.72,667426.29,5982899.82,50016.91,1375.00,32.46,2.39,50009.79,1294.00,883758,883768,3.62,-0.85
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.71,667310.85,5983112.81,325.19,2.74,197.72,667426.24,5982899.89,50017.04,1372.00,32.46,2.40,50009.79,1294.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.79,667310.72,5983112.99,325.19,2.74,197.72,667426.10,5982900.07,50016.93,1375.00,32.46,2.40,50009.83,1292.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.83,667310.65,5983113.09,325.19,2.74,197.72,667426.04,5982900.17,50016.91,1375.00,32.46,2.40,50009.83,1294.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.87,667310.59,5983113.18,325.19,2.74,197.73,667425.98,5982900.25,50016.91,1375.00,32.46,2.40,50009.83,1294.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.91,667310.53,5983113.27,325.19,2.74,197.73,667425.92,5982900.35,50016.88,1375.00,32.46,2.40,50009.76,1292.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:15.95,667310.46,5983113.36,325.19,2.74,197.73,667425.85,5982900.44,50016.95,1375.00,32.46,2.40,50009.76,1292.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.04,667310.33,5983113.55,325.19,2.74,197.77,667425.73,5982900.58,50016.93,1375.00,32.46,2.39,50009.74,1296.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.08,667310.27,5983113.64,325.19,2.74,197.77,667425.67,5982900.67,50016.91,1372.00,32.46,2.39,50009.88,1294.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.12,667310.21,5983113.73,325.19,2.74,197.78,667425.61,5982900.75,50016.91,1375.00,32.46,2.43,50009.88,1294.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.19,667310.10,5983113.89,325.19,2.74,197.78,667425.50,5982900.91,50016.97,1375.00,32.46,2.43,50009.74,1296.00,883758,883768,-1.11,0.68
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.24,667310.02,5983114.00,325.17,2.74,197.78,667425.42,5982901.02,50016.95,1372.00,32.46,2.42,50009.88,1296.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.28,667309.95,5983114.09,325.17,2.74,197.78,667425.35,5982901.11,50016.97,1375.00,32.46,2.42,50009.83,1296.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.32,667309.89,5983114.18,325.17,2.74,197.78,667425.29,5982901.20,50016.86,1375.00,32.46,2.39,50009.83,1296.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.36,667309.83,5983114.27,325.17,2.74,197.79,667425.23,5982901.29,50016.95,1375.00,32.46,2.39,50009.79,1296.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.44,667309.70,5983114.46,325.17,2.74,197.79,667425.11,5982901.47,50017.11,1375.00,32.46,2.42,50009.88,1296.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.48,667309.63,5983114.55,325.17,2.74,197.79,667425.04,5982901.57,50017.04,1372.00,32.46,2.42,50009.88,1296.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.52,667309.57,5983114.64,325.17,2.74,197.79,667424.98,5982901.65,50016.93,1372.00,32.46,2.43,50009.85,1294.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.56,667309.51,5983114.73,325.17,2.74,197.79,667424.92,5982901.74,50017.00,1372.00,32.46,2.43,50009.85,1294.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.61,667309.44,5983114.82,325.17,2.74,197.79,667424.85,5982901.84,50017.00,1375.00,32.46,2.41,50009.85,1294.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.69,667309.30,5983115.02,325.17,2.74,197.79,667424.71,5982902.04,50017.11,1372.00,32.46,2.41,50009.97,1294.00,883758,883768,-2.05,-0.84
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.73,667309.25,5983115.10,325.17,2.74,197.79,667424.66,5982902.11,50017.04,1372.00,32.46,2.41,50009.97,1294.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.77,667309.19,5983115.18,325.17,2.74,197.80,667424.60,5982902.20,50016.93,1372.00,32.46,2.41,50009.83,1294.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.81,667309.12,5983115.28,325.14,2.74,197.79,667424.53,5982902.29,50017.04,1372.00,32.46,2.44,50009.83,1294.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.89,667309.00,5983115.46,325.14,2.74,197.79,667424.41,5982902.47,50017.04,1375.00,32.46,2.44,50009.88,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.93,667308.93,5983115.56,325.14,2.74,197.80,667424.34,5982902.57,50017.02,1372.00,32.46,2.43,50009.88,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:16.97,667308.87,5983115.65,325.14,2.74,197.80,667424.28,5982902.65,50017.09,1375.00,32.46,2.43,50009.88,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.01,667308.80,5983115.75,325.14,2.74,197.79,667424.20,5982902.75,50017.02,1375.00,32.46,2.43,50009.92,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.09,667308.68,5983115.92,325.14,2.74,197.79,667424.07,5982902.93,50016.91,1375.00,32.46,2.43,50009.74,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.13,667308.61,5983116.02,325.14,2.74,197.80,667424.01,5982903.02,50016.97,1375.00,32.46,2.44,50009.79,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.20,667308.51,5983116.16,325.14,2.74,197.80,667423.91,5982903.16,50017.18,1375.00,32.46,2.44,50009.92,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.22,667308.48,5983116.20,325.14,2.74,197.80,667423.88,5982903.20,50017.09,1375.00,32.46,2.42,50009.92,1296.00,883758,883768,-2.25,0.97
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.26,667308.42,5983116.29,325.14,2.74,197.80,667423.82,5982903.29,50017.02,1375.00,32.46,2.42,50009.83,1294.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.34,667308.30,5983116.48,325.14,2.74,197.80,667423.69,5982903.48,50016.95,1372.00,32.46,2.44,50009.88,1294.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.38,667308.23,5983116.57,325.14,2.74,197.80,667423.63,5982903.57,50016.93,1375.00,32.46,2.44,50009.83,1296.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.42,667308.17,5983116.66,325.17,2.74,197.74,667423.44,5982903.66,50016.95,1375.00,32.46,2.42,50009.79,1299.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.46,667308.11,5983116.76,325.17,2.74,197.74,667423.37,5982903.75,50016.95,1372.00,32.46,2.42,50009.79,1299.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.54,667307.98,5983116.94,325.17,2.74,197.74,667423.25,5982903.93,50016.88,1375.00,32.46,2.43,50009.79,1296.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.58,667307.92,5983117.03,325.17,2.74,197.74,667423.19,5982904.02,50016.91,1372.00,32.46,2.43,50009.79,1296.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.62,667307.86,5983117.12,325.17,2.74,197.74,667423.12,5982904.12,50016.91,1372.00,32.46,2.44,50009.79,1296.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.66,667307.79,5983117.22,325.17,2.74,197.74,667423.06,5982904.21,50016.97,1375.00,32.46,2.44,50009.79,1296.00,883758,883768,-1.47,-0.20
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.74,667307.67,5983117.40,325.17,2.74,197.74,667422.94,5982904.39,50017.00,1372.00,32.46,2.45,50009.83,1296.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.78,667307.61,5983117.49,325.17,2.74,197.73,667422.87,5982904.49,50016.97,1375.00,32.46,2.45,50009.83,1296.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.83,667307.55,5983117.59,325.17,2.74,197.74,667422.81,5982904.58,50017.00,1372.00,32.46,2.45,50009.81,1296.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.87,667307.48,5983117.68,325.17,2.74,197.74,667422.75,5982904.67,50016.93,1375.00,32.46,2.45,50009.88,1294.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.91,667307.42,5983117.77,325.17,2.74,197.74,667422.69,5982904.76,50016.95,1377.00,32.46,2.47,50009.88,1294.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:17.99,667307.30,5983117.96,325.19,2.74,197.74,667422.56,5982904.96,50016.95,1375.00,32.46,2.47,50009.74,1296.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.03,667307.23,5983118.06,325.19,2.74,197.74,667422.50,5982905.05,50016.88,1375.00,32.46,2.43,50009.74,1296.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.07,667307.17,5983118.15,325.19,2.74,197.74,667422.44,5982905.14,50017.00,1375.00,32.46,2.43,50009.83,1294.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.11,667307.10,5983118.24,325.19,2.74,197.75,667422.37,5982905.23,50016.88,1377.00,32.46,2.47,50009.83,1294.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.19,667306.98,5983118.42,325.19,2.74,197.75,667422.25,5982905.41,50017.04,1375.00,32.46,2.47,50009.88,1294.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.24,667306.90,5983118.53,325.19,2.74,197.75,667422.18,5982905.51,50017.00,1375.00,32.46,2.47,50009.83,1296.00,883758,883768,-4.12,-0.29
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.27,667306.86,5983118.61,325.19,2.74,197.74,667422.12,5982905.60,50016.88,1375.00,32.46,2.47,50009.83,1296.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.31,667306.79,5983118.70,325.19,2.74,197.74,667422.06,5982905.69,50016.91,1375.00,32.46,2.44,50009.70,1299.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.35,667306.73,5983118.79,325.19,2.74,197.75,667422.00,5982905.78,50016.95,1375.00,32.46,2.44,50009.70,1299.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.44,667306.61,5983118.98,325.19,2.74,197.73,667421.86,5982905.98,50017.02,1375.00,32.46,2.45,50009.88,1299.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.48,667306.54,5983119.07,325.19,2.74,197.73,667421.80,5982906.07,50017.09,1372.00,32.46,2.45,50009.88,1299.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.52,667306.48,5983119.16,325.19,2.74,197.73,667421.74,5982906.16,50016.88,1375.00,32.46,2.47,50009.76,1296.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.56,667306.41,5983119.25,325.19,2.74,197.73,667421.67,5982906.25,50016.82,1375.00,32.46,2.47,50009.74,1296.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.64,667306.29,5983119.44,325.27,2.74,197.72,667421.54,5982906.45,50017.00,1375.00,32.46,2.45,50009.79,1299.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.68,667306.23,5983119.53,325.27,2.74,197.72,667421.48,5982906.54,50016.93,1375.00,32.46,2.45,50009.88,1296.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.73,667306.14,5983119.65,325.27,2.74,197.72,667421.40,5982906.66,50017.04,1372.00,32.46,2.46,50009.83,1296.00,883758,883768,0.11,-0.17
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.76,667306.10,5983119.72,325.27,2.74,197.73,667421.36,5982906.72,50016.88,1375.00,32.46,2.46,50009.83,1296.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.84,667305.98,5983119.90,325.27,2.74,197.72,667421.23,5982906.91,50016.86,1375.00,32.46,2.48,50009.70,1296.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.88,667305.91,5983119.99,325.27,2.74,197.72,667421.16,5982907.00,50017.00,1372.00,32.46,2.48,50009.79,1296.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.92,667305.85,5983120.08,325.27,2.74,197.72,667421.10,5982907.09,50016.97,1375.00,32.46,2.48,50009.74,1299.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:18.96,667305.79,5983120.17,325.27,2.74,197.73,667421.04,5982907.17,50017.00,1372.00,32.46,2.48,50009.74,1299.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.01,667305.72,5983120.27,325.27,2.74,197.69,667420.96,5982907.31,50016.93,1375.00,32.46,2.46,50009.83,1294.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.09,667305.60,5983120.45,325.27,2.74,197.69,667420.83,5982907.48,50016.86,1375.00,32.46,2.46,50009.74,1296.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.13,667305.54,5983120.54,325.27,2.74,197.70,667420.77,5982907.57,50017.04,1372.00,32.46,2.47,50009.83,1296.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.17,667305.47,5983120.63,325.27,2.74,197.70,667420.71,5982907.66,50016.97,1375.00,32.46,2.47,50009.83,1296.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.21,667305.41,5983120.73,325.27,2.74,197.70,667420.65,5982907.75,50017.00,1372.00,32.46,2.48,50009.79,1296.00,883758,883768,2.87,-0.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.29,667305.28,5983120.91,325.31,2.74,197.68,667420.51,5982907.95,50016.97,1375.00,32.46,2.48,50009.83,1294.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.33,667305.22,5983121.00,325.31,2.74,197.68,667420.45,5982908.04,50016.91,1372.00,32.46,2.48,50009.83,1294.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.37,667305.16,5983121.10,325.31,2.74,197.69,667420.38,5982908.13,50017.13,1375.00,32.46,2.48,50009.97,1296.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.41,667305.09,5983121.19,325.31,2.74,197.69,667420.32,5982908.23,50017.11,1377.00,32.46,2.47,50009.97,1296.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.49,667304.96,5983121.37,325.31,2.74,197.68,667420.19,5982908.41,50017.00,1375.00,32.46,2.47,50009.88,1296.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.54,667304.90,5983121.47,325.31,2.74,197.68,667420.12,5982908.51,50017.06,1375.00,32.46,2.50,50009.85,1296.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.57,667304.84,5983121.55,325.31,2.74,197.68,667420.06,5982908.59,50016.95,1375.00,32.46,2.50,50009.85,1296.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.61,667304.77,5983121.64,325.31,2.74,197.67,667419.92,5982908.66,50016.95,1375.00,32.46,2.49,50009.83,1294.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.66,667304.70,5983121.74,325.31,2.74,197.67,667419.85,5982908.75,50017.11,1375.00,32.46,2.49,50009.92,1294.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.75,667304.56,5983121.94,325.31,2.74,197.67,667419.71,5982908.96,50017.18,1372.00,32.46,2.47,50010.01,1296.00,883758,883768,2.31,-1.05
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.78,667304.51,5983122.02,325.32,2.74,197.66,667419.65,5982909.04,50017.06,1375.00,32.46,2.47,50009.97,1294.00,883758,883768,-0.15,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.82,667304.45,5983122.11,325.32,2.74,197.66,667419.59,5982909.12,50017.09,1375.00,32.46,2.50,50009.97,1294.00,883758,883768,-0.15,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.86,667304.39,5983122.20,325.32,2.74,197.66,667419.53,5982909.22,50017.04,1375.00,32.46,2.50,50009.94,1299.00,883758,883768,-0.15,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.94,667304.26,5983122.38,325.32,2.74,197.66,667419.40,5982909.40,50016.97,1375.00,32.46,2.50,50009.88,1296.00,883758,883768,-0.15,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:19.98,667304.19,5983122.48,325.32,2.74,197.66,667419.33,5982909.49,50017.18,1372.00,32.46,2.50,50009.97,1296.00,883758,883768,-0.15,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:20.02,667304.12,5983122.56,325.32,2.74,197.69,667419.27,5982909.56,50017.02,1375.00,32.46,2.49,50009.97,1296.00,883758,883768,-0.15,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:20.06,667304.06,5983122.65,325.32,2.74,197.69,667419.21,5982909.65,50017.09,1372.00,32.46,2.49,50009.88,1296.00,883758,883768,-0.15,-0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_1,28/06/2026,02:35:20.10,667304.00,5983122.75,325.32,2.74,197.69,667419.14,5982909.74,50017.11,1372.00,32.46,2.49,50010.06,1296.00,883758,883768,-0.15,-0.09
